case_id,company,region,material_group,payment_term,variant,start_time,end_time,case_duration,on_time_delivery
be71bacc-62e0-4c03-a33c-37f67f22a531,Drystone Ireland Ltd,Europe,Power Drills,45 days from date of invoice,rejected_then_continued,2024-01-13,2024-01-19 04:13:33.452426,6.1760816253009265,True
369659ef-7e90-4636-beeb-27dcfdd57a24,Drystone Mexico Inc,Americas,Building Materials,90 days from date of invoice,rejected_order,2025-01-11,2025-01-13 22:57:17.465052,2.956452141805556,False
8299d22c-7251-4fe8-8b34-aec140715025,Drystone US Inc,Americas,Building Materials,45 days from date of invoice,invoice_after_invoice,2024-02-25,2024-03-06 01:05:47.351766,10.045686941736111,True
f8af84b1-b832-4a8b-a4a1-13f5ec780a49,Drystone France SA,Europe,Power Tools,90 days from date of invoice,standard_path,2025-02-22,2025-03-08 17:11:46.307960,14.71650819398148,True
04d18cf6-16d0-44b8-9494-248150fb213d,Drystone Ireland Ltd,Europe,Building Materials,60 days from date of invoice,rejected_order,2024-04-26,2024-04-27 05:51:55.240835,1.2443893615162038,False
16c19a16-bace-4615-a076-b19956175b61,Drystone Austria AG,Europe,Fertilizers,45 days from date of invoice,standard_path,2024-05-22,2024-06-05 15:42:24.278752,14.654447670740742,True
eeecde56-80c8-49ac-8882-e2ef4e2de97c,Drystone Ireland Ltd,Europe,Power Drills,60 days from date of invoice,standard_path,2024-09-17,2024-09-26 02:30:35.150421,9.104573500243054,True
3d0f0a76-cbf6-4934-9999-ccf22bd64153,Drystone France SA,Europe,Power Drills,60 days from date of invoice,delivery_block,2024-02-29,2024-03-13 07:39:48.708615,13.319313757118055,True
9e77a519-46c2-4554-935e-79535a55be24,Drystone Ireland Ltd,Europe,Building Materials,45 days from date of invoice,material_change_path,2024-05-15,2024-05-23 12:14:54.843595,8.51035698605324,True
16672e37-73db-4c88-ba9c-7b3bf740c5e7,Drystone Belgium NV,Europe,Agriculture,90 days from date of invoice,standard_path,2025-02-06,2025-02-26 04:40:35.081149,20.194850476261575,True
938c132e-225c-4aa0-a44f-978ef8b36de1,Drystone Malaysia Co,Asia-Pacific,Agriculture,30 days from date of invoice,standard_path,2024-10-22,2024-11-03 22:02:46.907149,12.918598462372687,True
6b1c9d6a-fc0c-448e-9ab3-ecaca8669aa4,Drystone Mexico Inc,Americas,Power Tools,90 days from date of invoice,standard_path,2025-02-16,2025-02-28 20:16:23.905648,12.844721130185187,True
ae30f408-8cf5-4cec-8ecc-4aafeff2de72,Drystone Deutschland GmbH,Europe,Fertilizers,45 days from date of invoice,standard_path,2024-02-05,2024-02-14 07:03:12.442766,9.293894013495372,True
36d7fe4f-f9fb-4741-b3b0-123936819384,Drystone UK Ltd,Europe,Building Materials,60 days from date of invoice,invoice_before_shipment,2024-03-04,2024-03-13 09:05:53.977436,9.379096961064816,True
6fba3431-3bd2-42c3-9fa7-cc88f6a360e0,Drystone Spain Co,Europe,Building Materials,60 days from date of invoice,invoice_before_shipment,2024-06-16,2024-06-24 13:53:09.614448,8.578583500555556,True
e0e838a8-ffc7-40b8-88cf-071b8b257290,Drystone France SA,Europe,Building Materials,45 days from date of invoice,standard_path,2024-12-06,2024-12-13 09:19:42.837163,7.38869024494213,True
06bf9d87-d4d6-48ce-bcbe-9d9495f5f6f8,Drystone UK Ltd,Europe,Fertilizers,45 days from date of invoice,manual_price_change_path,2024-06-03,2024-06-07 12:07:18.645793,4.505076918900463,True
18a7690c-a9fe-4b81-94c2-bde9ff282cbc,Drystone France SA,Europe,Power Drills,30 days from date of invoice,standard_path,2024-04-17,2024-05-03 05:19:13.162512,16.221680121666665,True
c01be8bd-2251-4688-833a-e9773eb6c732,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,price_change_path,2024-08-14,2024-08-30 13:14:42.839443,16.551884715775465,True
9a59ea49-c62c-493d-beab-991371682dab,Drystone Italia S.P.A,Europe,Agriculture,90 days from date of invoice,invoice_after_invoice,2025-02-11,2025-02-22 18:54:52.147864,11.78810356324074,True
ef26438d-11bf-4912-95be-d892d67741e1,Drystone Spain Co,Europe,Fertilizers,30 days from date of invoice,standard_path,2024-12-05,2024-12-11 03:42:56.454549,6.154820075798611,True
1fb47971-42c3-4b09-9e6c-dfa4523c1ee3,Drystone India Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,rejected_order,2025-01-19,2025-01-20 12:44:57.848558,1.531225099050926,False
f18ee6eb-dd56-4e9c-b610-766d436dafdf,Drystone Austria AG,Europe,Building Materials,45 days from date of invoice,rejected_order,2024-03-16,2024-03-18 06:17:02.608297,2.261835744178241,False
d7c1673b-8306-42d3-a293-72cf6b1bf857,Drystone Belgium NV,Europe,Safety equipment,90 days from date of invoice,manual_price_change_path,2025-01-28,2025-02-17 02:37:53.813945,20.109650624363425,True
070303ff-26bb-4476-a563-66440b8cc502,Drystone Australia Ltd,Asia-Pacific,Fasteners,45 days from date of invoice,invoice_before_shipment,2024-07-15,2024-07-31 22:37:33.461095,16.94274839230324,True
8be072a7-af1b-4cb0-9a1c-10b28b5534f8,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,invoice_before_shipment,2024-01-03,2024-01-16 07:50:32.595185,13.326766147974537,True
6441fe3a-3f53-4df0-8cbe-b56c09d67f25,Drystone Ireland Ltd,Europe,Power Drills,30 days from date of invoice,invoice_after_invoice,2024-04-22,2024-04-29 20:11:04.805556,7.841027842083333,True
1805f453-27df-4acf-9a5d-69497da79917,Drystone Mexico Inc,Americas,Fertilizers,90 days from date of invoice,standard_path,2024-05-07,2024-05-17 14:58:29.150846,10.623948505162037,True
85f2e381-74bd-4e3a-bdc6-425430c1c6e2,Drystone Ireland Ltd,Europe,Power Tools,90 days from date of invoice,standard_path,2024-08-25,2024-09-01 15:18:07.660692,7.637588665416666,True
bd3a88fd-70f3-4e0a-a1d3-9862754afbb8,Drystone Italia S.P.A,Europe,Agriculture,60 days from date of invoice,billing_block,2024-08-14,2024-08-28 20:19:44.606212,14.847044053379628,True
08e9225e-ff61-4bc9-9e3b-49e5da6f8291,Drystone India Ltd,Asia-Pacific,Fertilizers,90 days from date of invoice,rejected_order,2024-10-07,2024-10-08 23:26:03.339210,1.9764275371527777,False
02de0d74-53e1-4047-b3c5-ba1551e0ac6a,Drystone China LLC,Asia-Pacific,Safety equipment,90 days from date of invoice,price_change_path,2025-01-19,2025-01-31 01:19:34.976208,12.055265928333332,True
8b741bb3-8b49-4d2e-92cc-0266fd5e6357,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,invoice_after_invoice,2024-09-23,2024-10-09 16:59:27.642748,16.70795882810185,True
a75b6228-8afe-4c09-a8af-7cd9567ccf28,Drystone China LLC,Asia-Pacific,Safety equipment,60 days from date of invoice,price_change_path,2024-12-31,2025-01-14 21:09:46.749292,14.881791079768519,True
5e8c623d-0be6-4309-b336-b4b0b3797ae3,Drystone Malaysia Co,Asia-Pacific,Building Materials,60 days from date of invoice,standard_path,2024-10-03,2024-10-15 14:16:19.626804,12.594671606527777,True
ae0b0f5d-3d2e-4f6b-97bc-94fee037939e,Drystone Australia Ltd,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path,2024-03-19,2024-04-03 08:14:33.571806,15.343444118125001,True
84d471be-ca7a-401d-825c-ec55a50f9c54,Drystone Italia S.P.A,Europe,Power Tools,90 days from date of invoice,price_change_path,2024-10-04,2024-10-15 04:26:03.891556,11.18476726337963,True
806166a1-6dee-4df0-957e-ea12cf678820,Drystone China LLC,Asia-Pacific,Power Tools,45 days from date of invoice,rejected_order,2024-07-18,2024-07-19 16:02:55.563533,1.6686986520023148,False
a8cf7480-d50f-4eda-994e-bb43b23a2899,Drystone Ireland Ltd,Europe,Agriculture,30 days from date of invoice,rejected_then_continued,2025-01-26,2025-02-06 12:24:12.965148,11.516816726250001,True
fb7da72d-fa22-46ea-b138-2537a284363b,Drystone India Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,delivery_block,2024-06-01,2024-06-09 05:05:21.085288,8.21204959824074,True
ae6ec7ce-e2be-41e2-b8cc-b25126049add,Drystone Spain Co,Europe,Power Drills,90 days from date of invoice,price_change_path,2025-01-11,2025-01-22 01:30:50.446053,11.063083866354168,True
c8a3998e-fbb3-445b-88a7-36e8368ceab3,Drystone Deutschland GmbH,Europe,Agriculture,45 days from date of invoice,price_change_path,2024-05-19,2024-06-01 00:59:54.792354,13.041606392986111,True
3a5e1425-69e8-4b35-afe5-5a82d74c728a,Drystone China LLC,Asia-Pacific,Power Tools,90 days from date of invoice,standard_path,2024-12-13,2024-12-24 14:35:31.042024,11.607998171574074,True
e9e7f32f-9aa3-4eb7-a5b4-fb62f391a167,Drystone US Inc,Americas,Fertilizers,45 days from date of invoice,rejected_order,2024-03-06,2024-03-07 08:40:18.960979,1.361330566886574,False
fde4c8a4-888b-44cb-ad24-cd16409d0fb3,Drystone UK Ltd,Europe,Agriculture,30 days from date of invoice,delivery_block,2024-10-30,2024-11-06 12:29:47.885243,7.520693116238426,True
09c145dc-1c67-4311-b40d-7c96c05cd8c4,Drystone Deutschland GmbH,Europe,Power Tools,30 days from date of invoice,manual_price_change_path,2024-03-10,2024-03-25 01:04:21.060041,15.044688194918981,True
faeea837-4aea-4b60-91d2-2ba65614ab6a,Drystone Ireland Ltd,Europe,Safety equipment,30 days from date of invoice,standard_path,2024-06-16,2024-06-23 16:56:19.930418,7.705786231689815,True
6106a1e9-3c5c-46a9-bee8-f8ef66ebec33,Drystone Mexico Inc,Americas,Building Materials,60 days from date of invoice,invoice_after_invoice,2024-07-13,2024-08-05 13:13:35.234212,23.551102247824073,True
ffa94184-c71d-4244-a92d-d74601e7894f,Drystone Austria AG,Europe,Power Drills,90 days from date of invoice,standard_path,2024-02-11,2024-02-29 08:48:27.657276,18.366986774027776,True
0b779bfb-1831-4a0c-b5bc-ac53cd136cb4,Drystone China LLC,Asia-Pacific,Fertilizers,30 days from date of invoice,billing_block,2024-06-28,2024-07-13 03:28:48.879401,15.145010178252315,True
9f3479f0-8e74-4988-87ba-e0bcaafa8cba,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,invoice_after_invoice,2024-05-06,2024-05-28 04:41:26.274166,22.195442988032408,True
c44cc61b-c2ea-4335-81f5-b62f8d4c7ee4,Drystone Mexico Inc,Americas,Power Tools,45 days from date of invoice,standard_path,2024-08-30,2024-09-18 08:15:29.040213,19.344086113576388,True
945ede97-75b7-4f28-8289-647f39402d89,Drystone Italia S.P.A,Europe,Agriculture,45 days from date of invoice,price_change_path,2024-05-11,2024-05-24 20:25:39.345653,13.85114983394676,True
b1efc504-f8cc-4c56-a868-c7e8a137b004,Drystone Spain Co,Europe,Safety equipment,30 days from date of invoice,invoice_after_invoice,2024-03-24,2024-04-01 09:54:12.925590,8.412649601736112,True
9b75c9a1-cce3-4891-8d52-fafc4d448ea7,Drystone UK Ltd,Europe,Power Tools,30 days from date of invoice,delivery_block,2024-10-21,2024-10-29 03:22:07.739527,8.140367355636574,True
02e7468b-972e-4b2d-9e9f-18c561768c52,Drystone Italia S.P.A,Europe,Fasteners,90 days from date of invoice,delivery_block,2024-04-11,2024-04-19 10:03:14.166222,8.418913960902778,True
77d0e03f-7644-4bea-8309-03f6999114ab,Drystone Australia Ltd,Asia-Pacific,Fertilizers,45 days from date of invoice,standard_path,2025-01-30,2025-02-20 00:27:20.008991,21.018981585543983,True
23135b6a-182f-46df-8295-c6356099949b,Drystone Malaysia Co,Asia-Pacific,Fertilizers,30 days from date of invoice,invoice_after_invoice,2024-10-16,2024-11-05 06:24:54.901584,20.26730210166667,True
68e08b90-38bd-4855-9aca-20e0874e7b4b,Drystone Spain Co,Europe,Building Materials,90 days from date of invoice,invoice_before_shipment,2024-02-05,2024-02-13 00:33:48.881916,8.023482429583334,True
a634b6ca-81ca-4efa-80f1-9539ad71d329,Drystone Deutschland GmbH,Europe,Building Materials,30 days from date of invoice,rejected_order,2025-02-25,2025-02-25 21:52:04.468413,0.9111628288541667,False
4f48edd9-4abc-4d96-a946-5ee91989cf7b,Drystone China LLC,Asia-Pacific,Fasteners,60 days from date of invoice,manual_price_change_path,2025-02-28,2025-03-11 03:20:48.670405,11.139452203761573,True
380edc10-31be-423b-b94f-b7e1d8f0aca7,Drystone China LLC,Asia-Pacific,Safety equipment,90 days from date of invoice,standard_path,2024-09-24,2024-10-06 06:31:19.951148,12.271758693842594,True
3818bf13-e64e-42db-9ba3-3b71ea32ad50,Drystone UK Ltd,Europe,Building Materials,90 days from date of invoice,price_change_path,2025-02-26,2025-03-06 10:13:37.735056,8.426131192777778,True
